App,ID,Author,Date,Rating,Helpful Count,Review,,,,
,16,Melanie Nicholson,27-Sep-20,1,101, I was having trouble with Facebook in the last 5 days. I couldn't comment or react to any posts without getting an error which I reported everytime. I finally uninstalled and reinstalled FB on my android and now I can't log in at all. It accepts my login info and then it gets stuck in a spiral and b...Full ReviewI was having trouble with Facebook in the last 5 days. I couldn't comment or react to any posts without getting an error which I reported everytime. I finally uninstalled and reinstalled FB on my android and now I can't log in at all. It accepts my login info and then it gets stuck in a spiral and basically never logs me in. That is beyond annoying but I guess I get use to jot using Facebook anymore. �,,,,
,17,amackrell,27-Sep-20,1,126," Facebook used to be safe and reliable across platforms. Around the time the rolled out ""NEW"" Facebook on PC/Mac platforms my Android app crashes every time it goes to videos. You can't get back to your feed, just a black screen. I miss the days when Facebook spent it's time on its platform and not o...Full ReviewFacebook used to be safe and reliable across platforms. Around the time the rolled out ""NEW"" Facebook on PC/Mac platforms my Android app crashes every time it goes to videos. You can't get back to your feed, just a black screen. I miss the days when Facebook spent it's time on its platform and not on policing political purity.",,,,
,18,Anson Phong,9-Sep-20,1,746," Considering the amount of capital behind this company, the app is a disaster, which I find myself using less and less. Where to start? Dark mode? Doesn't even exist. Search functionality? Stone age. For instance, you cannot even filter friends by which area they live in anymore. Now it always crashe...Full ReviewConsidering the amount of capital behind this company, the app is a disaster, which I find myself using less and less. Where to start? Dark mode? Doesn't even exist. Search functionality? Stone age. For instance, you cannot even filter friends by which area they live in anymore. Now it always crashes when searching. They even tried to roll a half-baked dating app into it, rather than putting out the dumpster fire. Get it together, or join the other dinosaurs in extinction.",,,,
,19,Phil O'hare,22-Sep-20,1,232," In the last weeks or so update, this app has now become shocking. Have to uninstall and re-install each time I use it. When in portrait it is unusable, so thin you can't see anything. Is there a way to get a previous version? Let me uninstall again, again, again, again, again etc etc etc...............Full ReviewIn the last weeks or so update, this app has now become shocking. Have to uninstall and re-install each time I use it. When in portrait it is unusable, so thin you can't see anything. Is there a way to get a previous version? Let me uninstall again, again, again, again, again etc etc etc................................... Once again an update has gone out and it has now reverted to be garbage again.....",,,,
,20,Liina Salonen,11-Sep-20,1,3246," My promoted post is not working correctly - it can't be shared properly. On my phone it shows up on my personal feed, where I shared it + the added text. But on the computer the picture doesn't show up - only the added text. When my friends have tried to share the same thing has happened. I am very ...Full ReviewMy promoted post is not working correctly - it can't be shared properly. On my phone it shows up on my personal feed, where I shared it + the added text. But on the computer the picture doesn't show up - only the added text. When my friends have tried to share the same thing has happened. I am very dissapointed, since it is a paid promotion to get more clients and it is not working as supposed to. That makes me think if the promotion is working properly at all. And I am paying for this...",,,,
,21,Steve Zastrow,16-Sep-20,2,327," Facebook itself is fine, but the app sucks. Good luck trying to comment AFTER reading an article, you'll never find it again to be able to comment. Scrolling through your feed and pause to read something that takes more than a moment to read? You get halfway through and BAM! Back to the top for you ...Full ReviewFacebook itself is fine, but the app sucks. Good luck trying to comment AFTER reading an article, you'll never find it again to be able to comment. Scrolling through your feed and pause to read something that takes more than a moment to read? You get halfway through and BAM! Back to the top for you to see a bunch of posts you've already seen, never being able to get back where you were to finish reading. Set your phone down for a sec to do something else? Same thing, back to the top.",,,,
,22,Victoria McDaniel,22-Sep-20,3,223," I don't know what's going on with the FB Stories... but every time I log in, it'll show maybe 1 or 2 of my friends' stories and then the rest of them just appear to be blank. And for me to even see the rest of my friends' stories, I have to click on one story and when I exit out of it, the rest of t...Full ReviewI don't know what's going on with the FB Stories... but every time I log in, it'll show maybe 1 or 2 of my friends' stories and then the rest of them just appear to be blank. And for me to even see the rest of my friends' stories, I have to click on one story and when I exit out of it, the rest of the stories will appear on my screen. I'm really hoping this issue will get fixed because to do all these weird steps just to see my other friends' stores is just clearly annoying.",,,,
,23,COLIN REDWOOD,21-Sep-20,3,2046," I've noticed lately, that it keeps cutting out when I'm reading posts or commenting. I have to keep switching my mobile off then start Facebook again. I don't have this problem with other apps, only FB. What's going on? It's so annoying - it's bad enough with the amount of adverts, let alone keep cu...Full ReviewI've noticed lately, that it keeps cutting out when I'm reading posts or commenting. I have to keep switching my mobile off then start Facebook again. I don't have this problem with other apps, only FB. What's going on? It's so annoying - it's bad enough with the amount of adverts, let alone keep cutting out! The sooner this is sorted, the better!!",,,,
,24,Use : SGAMER App! Make IOK DoIars,22-Sep-20,5,2280," I don't know what happened but after updating the app, there are times where after opening, the whole screen just freezes. I can close the app and open the phone's taskbar. It's just the app. But then it is functioning now but there's still a problem. I can't play videos... it's just there, it doesn...Full ReviewI don't know what happened but after updating the app, there are times where after opening, the whole screen just freezes. I can close the app and open the phone's taskbar. It's just the app. But then it is functioning now but there's still a problem. I can't play videos... it's just there, it doesn't start, or I can't see the indicator where it loads. And when I'm in full screen, it just says that something went wrong. Even when I try again, the note re-appeared in less than a second. Pls help",,,,
,25,Xx Xxx,29-Sep-20,1,511," Done update, now it's acting funny. Won't do panoramic far too big. Didn't have a choice but update, message said can't view certain things unless I did. View has been taken back to what it was 5 years ago. Can't enter anything to look at, no search bar. Have to keep logging out, and clearing data t...Full ReviewDone update, now it's acting funny. Won't do panoramic far too big. Didn't have a choice but update, message said can't view certain things unless I did. View has been taken back to what it was 5 years ago. Can't enter anything to look at, no search bar. Have to keep logging out, and clearing data to get it near useable. Then as soon as I take a break and come back in half an hour, it goes back to the look of 5 years ago. Then reverts to ""too big"" unusable. So am removing the pointless app�",,,,
,26,Rexcel Oclarit,27-Sep-20,1,96," Have some respect and good manner, Do not put any ads on ASMR videos especially those ads that has very loud background audio. It makes sleeping individuals awake again and the purpose of ASMR video to make listener or viewers fall asleep was gone. Or maybe just put ads only at the beginning of the ...Full ReviewHave some respect and good manner, Do not put any ads on ASMR videos especially those ads that has very loud background audio. It makes sleeping individuals awake again and the purpose of ASMR video to make listener or viewers fall asleep was gone. Or maybe just put ads only at the beginning of the video not at the middle or ending of the video because possibly the listener or viewer already sleeping at that moment.",,,,
,27,JoNekoVR,23-Sep-20,4,114, I've been using this app for 8 years and just now ran into a problem. I'm entering the correct email and password and it's saying no account exists with my email and my password is incorrect. I checked and they're both right. There have been no logins from other devices and no password changes. So n...Full ReviewI've been using this app for 8 years and just now ran into a problem. I'm entering the correct email and password and it's saying no account exists with my email and my password is incorrect. I checked and they're both right. There have been no logins from other devices and no password changes. So now I can't do anything that involves typing my email or password. I can't change my password or deactivate/delete my account and it looks like I'll have to stay logged in until this is fixed.,,,,
,28,RA Scott,25-Sep-20,1,2324," Since the last 2 updates, searching for your friends has become so much harder. It used to be that if you started typing in the first few letters of their name you'd get their name and maybe others who's names are similar. Now if you search, you get celebrity names, other FB users names but not a si...Full ReviewSince the last 2 updates, searching for your friends has become so much harder. It used to be that if you started typing in the first few letters of their name you'd get their name and maybe others who's names are similar. Now if you search, you get celebrity names, other FB users names but not a single one of those are any of your friends' names. Why must you always opt for making FB difficult to use? Leave well enough alone and focus on bots and scammers.",,,,
,29,Shawne Deakings,17-Sep-20,5,642," I've noticed when exiting out a video it sometimes continues to play the audio even though I'm no longer watching it. I also find that when clicking on the ( 🔊 ) to hear the video and then clicking on the video to expand it, the audio doubles and doesn't sync up with the video. Hopefully this can b...Full ReviewI've noticed when exiting out a video it sometimes continues to play the audio even though I'm no longer watching it. I also find that when clicking on the ( 🔊 ) to hear the video and then clicking on the video to expand it, the audio doubles and doesn't sync up with the video. Hopefully this can be fixed soon. When will we have the ability to switch instantly from our personal profile page to our business page when commenting on a post like on the Desktop website, using the mobile ",,,,
,30,Folium Viride,21-Sep-20,1,4432," I don't know what happened but after updating the app, there are times where after opening, the whole screen just freezes. I can close the app and open the phone's taskbar. It's just the app. But then it is functioning now but there's still a problem. I can't play videos... it's just there, it doesn...Full ReviewI don't know what happened but after updating the app, there are times where after opening, the whole screen just freezes. I can close the app and open the phone's taskbar. It's just the app. But then it is functioning now but there's still a problem. I can't play videos... it's just there, it doesn't start, or I can't see the indicator where it loads. And when I'm in full screen, it just says that something went wrong. Even when I try again, the note re-appeared in less than a second. Pls help",,,,
,31,Radhika Bansal,7-Sep-20,1,469," Since the latest update. The app shows that my blog somehow does not adhere to its community standards. It has deleted all my posts. I can't even find the correct parameter to report the problem. The content on the blog is mine. I don't know what happened but I'd like an explanation on Facebook's pa...Full ReviewSince the latest update. The app shows that my blog somehow does not adhere to its community standards. It has deleted all my posts. I can't even find the correct parameter to report the problem. The content on the blog is mine. I don't know what happened but I'd like an explanation on Facebook's part and possible retrieval of my posts. People should seriously read what the content is before placing any restrictions on it. I haven't abused any person, thing or thoughts.",,,,
,32,Tiffany Guyett,18-Sep-20,3,3288," I've noticed recent changes that I do not like. 1. In the Facebook android app, if I want to make a post and add an activity to my post there are a lot of categories missing i.e. I cannot select ""Watching"" anymore, however they are there on desktop. 2. I personally don't like seeing the live feed fo...Full ReviewI've noticed recent changes that I do not like. 1. In the Facebook android app, if I want to make a post and add an activity to my post there are a lot of categories missing i.e. I cannot select ""Watching"" anymore, however they are there on desktop. 2. I personally don't like seeing the live feed for warfare video games streaming from the desktop version. I can't make them stop showing up. 3. Sometimes I can't save a video that is in the Facebook app for android.",,,,
,33,A Google user,14-Sep-20,1,3782," There is no phone number for technical support. Nor is there an email address or live chat service. To troubleshoot login/deactivation issues, one must have access to an account. Troubleshooters do not have access to the means of troubleshooting. Facebook has, unfortunately, and like so many other s...Full ReviewThere is no phone number for technical support. Nor is there an email address or live chat service. To troubleshoot login/deactivation issues, one must have access to an account. Troubleshooters do not have access to the means of troubleshooting. Facebook has, unfortunately, and like so many other services, online or real, invested heavily in flash to the decrement of substance. There are also constant suggestions and pop-up reminders that have no ""go away forever"" setting (last I was aware).",,,,
,34,Nicole Love,17-Sep-20,2,114," The app is good it's just that, whenever I see recent posts from friends and pages I liked, the time would always be 6 hours ago although it was posted just a minute ago. Also, I can't share newsfeed post on my story. I even looked up on google on how to do it, but the Share button to add for my sto...Full ReviewThe app is good it's just that, whenever I see recent posts from friends and pages I liked, the time would always be 6 hours ago although it was posted just a minute ago. Also, I can't share newsfeed post on my story. I even looked up on google on how to do it, but the Share button to add for my story was nowhere to be found on the options. It also takes a lot of time to share a single post. I hope u could fix that coz it's inconvenient for the users",,,,
,35,Yuki Rin Bushida,13-Sep-20,2,4990," My page can't change it's profile pic. Whenever I try to upload it would just say failed. My Internet is working fine, the picture is below 15 mb, I can change the cover photo. But it's the profile that ain't working. It's been like this for a few weeks now. I already deleted and reinstalled the app...Full ReviewMy page can't change it's profile pic. Whenever I try to upload it would just say failed. My Internet is working fine, the picture is below 15 mb, I can change the cover photo. But it's the profile that ain't working. It's been like this for a few weeks now. I already deleted and reinstalled the app, I cleared the cache. I did everything I could. And don't get me started with the ads.",,,,
,36,Almar de Guzman,19-Sep-20,3,59," Please add an option on what profile you are going to use when interacting. Eg. If you are an admin of someone else's page and you still want to interact(react, send stars, comment) using your own profile(not the page's), it shouldn't be always the page's profile that should be used. Please add, bec...Full ReviewPlease add an option on what profile you are going to use when interacting. Eg. If you are an admin of someone else's page and you still want to interact(react, send stars, comment) using your own profile(not the page's), it shouldn't be always the page's profile that should be used. Please add, because I'm so frustrated right now that I can't send stars and react (using my own profile) to the page I'm supporting.",,,,
,37,Giorgi Giorgobiani,24-Sep-20,2,46," I dont like new Facebook at all !!! It looks like mobile Facebook. this design is inconvenient for me on the computer. I do not like any of its components. In addition, there are a number of mistakes that make me even more negative towards Facebook. Against the background of all this, my desire to o...Full ReviewI dont like new Facebook at all !!! It looks like mobile Facebook. this design is inconvenient for me on the computer. I do not like any of its components. In addition, there are a number of mistakes that make me even more negative towards Facebook. Against the background of all this, my desire to open Facebook on the computer disappears. Which is why I want to ask you, those who do not like the new Facebook, to allow us to continue working on the old Facebook.",,,,
,38,Louis Nortje,23-Sep-20,1,76," It seems after every update this app becomes more useless! Now it keeps on saying, no signal or reload! I then have to log in using Google. After a update end of last year, most pages that you go to just keeps on loading until it comes to the first post ever posted... Even my own 2 pages linked to m...Full ReviewIt seems after every update this app becomes more useless! Now it keeps on saying, no signal or reload! I then have to log in using Google. After a update end of last year, most pages that you go to just keeps on loading until it comes to the first post ever posted... Even my own 2 pages linked to my profile. I have to log in using Google instead of this useless app! Sick and useless bunch! They don't read all the complaints, why bother.... �",,,,
,39,Krystal Lang,13-Sep-20,1,4614," Facebook used to fun to use, but now it's not. Your post are limited and you'll get temporarily blocked once you reach the limit. Half of my pictures and videos some how got deleted which I'm not to happy about. Sometimes if I upload pictures or videos from my phone they won't upload or the videos e...Full ReviewFacebook used to fun to use, but now it's not. Your post are limited and you'll get temporarily blocked once you reach the limit. Half of my pictures and videos some how got deleted which I'm not to happy about. Sometimes if I upload pictures or videos from my phone they won't upload or the videos end up being blurry. I can go on, but I don't want to waste any more of my time.",,,,
,40,Angel0061000,4-Sep-20,1,319," Missing some features, like being able to see posts related to ones I saved. My feed is messed up, between showing me posts from days prior at the top, and then showing me recent posts after. If I stay on for more then 5 minutes then the app starts slowing down, doesn't load in comments, posts, etc....Full ReviewMissing some features, like being able to see posts related to ones I saved. My feed is messed up, between showing me posts from days prior at the top, and then showing me recent posts after. If I stay on for more then 5 minutes then the app starts slowing down, doesn't load in comments, posts, etc. It keeps sending me the same notifications over and over, even AFTER I checked them. AND most of the time, I won't even get notifications, unless I open the app to check. This app is garbage.",,,,
,41,Gabby Humarang,7-Sep-20,1,268," If there was a 0 star i would proudly rate it as that. I enter my account and all of a sudden just wants to security check. I did the log in to the other device sec check, it doesn't work. I can't use the number cause i got a new phone. I would proudly make a new one but, the problem is, i have like...Full ReviewIf there was a 0 star i would proudly rate it as that. I enter my account and all of a sudden just wants to security check. I did the log in to the other device sec check, it doesn't work. I can't use the number cause i got a new phone. I would proudly make a new one but, the problem is, i have like everything on that account. We have online classes these days and we're not allowed to use two accounts in our groups. I mean, I HAVE IMPORTANT STUFF IN THAT ACC AND ALL OF A SUDDEN U JUST SEC CHECK?",,,,
,42,Sara Shamseldin,7-Sep-20,2,3203," I used to like the older versions of Facebook, because I can't seem to blink without the news feed resetting itself.. I'd be in the middle of reading something, and if I turn the screen off for a few second the newsfeed is reset. It's like the app is rebooting every few minutes, which is frustrating...Full ReviewI used to like the older versions of Facebook, because I can't seem to blink without the news feed resetting itself.. I'd be in the middle of reading something, and if I turn the screen off for a few second the newsfeed is reset. It's like the app is rebooting every few minutes, which is frustrating 😤 Besides, the videos can't be paused at a shot. What appears is the coverscreen of the video (which is also frustratin",,,,
,43,AM King,20-Sep-20,5,2630," I've noticed recent changes that I do not like. 1. In the Facebook android app, if I want to make a post and add an activity to my post there are a lot of categories missing i.e. I cannot select ""Watching"" anymore, however they are there on desktop. 2. I personally don't like seeing the live feed fo...Full ReviewI've noticed recent changes that I do not like. 1. In the Facebook android app, if I want to make a post and add an activity to my post there are a lot of categories missing i.e. I cannot select ""Watching"" anymore, however they are there on desktop. 2. I personally don't like seeing the live feed for warfare video games streaming from the desktop version. I can't make them stop showing up. 3. Sometimes I can't save a video that is in the Facebook app for android.",,,,
,44,Rayven Aliceia,9-Sep-20,3,2762," I get notifications that I've been tagged in something, but can't add it to my timeline or react to it because Timeline Review will not load. This is a new issue for me and I've noticed other people have had this issue recently as well. This needs fixed. I also get the same notifications over and ov...Full ReviewI get notifications that I've been tagged in something, but can't add it to my timeline or react to it because Timeline Review will not load. This is a new issue for me and I've noticed other people have had this issue recently as well. This needs fixed. I also get the same notifications over and over for the same post, but when I click on it, everything is the same as it was before the new notifications.",,,,
,45,Matthew Battle,19-Sep-20,4,46," FaceBook is an interesting form of using a computer or bot. You can post and share personal pictures and thoughts. I would rate this app PG-13. As soon as you get Facebook, think conversion. More than enough settings, the app-linkthrough feature is useful when logging in to other accounts. So much h...Full ReviewFaceBook is an interesting form of using a computer or bot. You can post and share personal pictures and thoughts. I would rate this app PG-13. As soon as you get Facebook, think conversion. More than enough settings, the app-linkthrough feature is useful when logging in to other accounts. So much has been said about this app"," it is compatible with OkCupid, Bumble, Stumbleupon, Twitter and SoundCloud and other outside sources.",,,
,46,Hype Beast,27-Sep-20,3,57, I love it but the ads in the videos were too long. It destroys the mood when I'm watching something exciting or funny. I hope this is gonna be fixed soon. The quality of vids are good. It's just that the ads were too long and some ads can't be skipped. Hope you understands,,,,
,47,knapeayam sgtkau_,24-Sep-20,1,2735," When i leave my Facebook to run in the background even for no more than 2 minutes. The app will automatically refresh to the top post. This is really frustrating as sometimes when i leave my phone to do other things, the app will refresh leaving me unable to finish exploring the last post i was read...Full ReviewWhen i leave my Facebook to run in the background even for no more than 2 minutes. The app will automatically refresh to the top post. This is really frustrating as sometimes when i leave my phone to do other things, the app will refresh leaving me unable to finish exploring the last post i was reading/watching. Please fix this bug as this has been going on for years. 1 star rating for now.",,,,
,48,Katie Emma Juhnke,9-Sep-20,5,4316," It's been an absolute fantastic app...only problems I'm having is I've completed the steps on creating my page,however it's still showing the steps for me to complete...also just a suggestion for the page too,I'd really love to see who has joined and followed my page and have the option to put a vid...Full ReviewIt's been an absolute fantastic app...only problems I'm having is I've completed the steps on creating my page,however it's still showing the steps for me to complete...also just a suggestion for the page too,I'd really love to see who has joined and followed my page and have the option to put a video cover for it as I have to go on the website to do so which is a little annoying...",,,,
,49,Christina Zoller,17-Sep-20,4,482, I'm almost always close to a charger but for some reason this app is killing my battery faster than anything. I'll stop the app on my Samsung but it continues to run. My phone was fully charged at 7 am and by 10:30 am it already needs to be charged! My phone is constantly asking me to stop the app b...Full ReviewI'm almost always close to a charger but for some reason this app is killing my battery faster than anything. I'll stop the app on my Samsung but it continues to run. My phone was fully charged at 7 am and by 10:30 am it already needs to be charged! My phone is constantly asking me to stop the app because it's taking up so much power. And it's keeping my phone from charging very fast,,,,
,50,MJ,23-Sep-20,2,27," Hello! I am having trouble with the live videos from the pages that I've subscribed to. It keeps loading and won't play or be in black screen while there's an audio. Also, the privacy settings won't save here on the app no matter how many times I change it. I always have to adjust my post privacy se...Full ReviewHello! I am having trouble with the live videos from the pages that I've subscribed to. It keeps loading and won't play or be in black screen while there's an audio. Also, the privacy settings won't save here on the app no matter how many times I change it. I always have to adjust my post privacy settings in browsers.",,,,
,51,Hunter Pilkington,6-Sep-20,1,163, Your app has forced me to change passwords so many times I can't keep track of it. Which wouldn't be a major problem if your account recovery system was working. For months I've been requesting those 6 digit codes to reset it through text and email but I have gotten zero response. I've gotten more a...Full ReviewYour app has forced me to change passwords so many times I can't keep track of it. Which wouldn't be a major problem if your account recovery system was working. For months I've been requesting those 6 digit codes to reset it through text and email but I have gotten zero response. I've gotten more ads for your site than actual support,,,,
,52,Natalie Tiong,3-Sep-20,1,3258, I've used Facebook for more than 10years and today is the worst case I've had. I've been logged out of my account continuously for every 1min or so. The feed wouldn't load too. It's disappointing that I can't even report it before it logged me out. I thought my account got hacked and tried to change...Full ReviewI've used Facebook for more than 10years and today is the worst case I've had. I've been logged out of my account continuously for every 1min or so. The feed wouldn't load too. It's disappointing that I can't even report it before it logged me out. I thought my account got hacked and tried to change the password which didn't work. I deleted and reinstalled the app and it didn't help too. After trying multiple times to report I had to copy and paste the sentences to be able to report the problem,,,,
,53,Devil in Black,7-Sep-20,4,2424," Facebook is a great tool if used correctly. I find it very handy to keep in touch with friends and family. I also enjoy a couple of the games. I give 4 stars for one reason only. I can't get dark mode on my phone Facebook app. I have found it brilliant for my migraines on my laptop, and would love f...Full ReviewFacebook is a great tool if used correctly. I find it very handy to keep in touch with friends and family. I also enjoy a couple of the games. I give 4 stars for one reason only. I can't get dark mode on my phone Facebook app. I have found it brilliant for my migraines on my laptop, and would love for it to be available on my phone. Will it ever be available for phone? Kind regards",,,,
